Product Name,Category,Specification,Price,Detailed Features
"HP EliteBook 640 G11 14"" WUXGA Touch Laptop",computers/laptops,Intel U5-125U - 16GB RAM - 512GB SSD - Win 11 Pro - 3Y Onsite Warranty,"2,591.00",
Microsoft Surface Pro 9 - Platinum,computers/laptops,1TB Storage - 16GB RAM - Intel i7 Processor - Windows 11 Home,"2,599.00",
"ASUS Vivobook 16 Flip TP3607SA 2in1 Laptop 16"" 3K 120Hz Touch OLED",computers/laptops,Intel Core Ultra 7 258V - 32GB RAM - 512GB SSD - Win 11 Home - BE WiFi7 + BT5.4 - Webcam - Thunderbolt4 (with PD & DP) - HDMI2.1 TMDS - MicroSD Reader,"2,599.00","ASUS Vivobook 16 Flip - Flip 360, Flip Smart
Ready to flip into boosted productivity? Meet the ultra-versatile, AI-powered ASUS Vivobook 16 Flip. Designed to streamline your workflow and transform the way you tackle tasks, it has a 360° hinge for maximum flexibility and supports the ASUS Pen 2.0, adapting effortlessly to your needs. Equipped with up to the latest Intel® Core™ Ultra 7 processor (Series 2) with a NPU boasting up to 47 TOPS, it also features a stunning 16-inch 3K ASUS Lumina OLED NanoEdge touchscreen. With up to 22 hours battery life, it can power you through multiple working days. Ideal for students and professionals, this all-in-one device enhances your productivity like never before."
"MSI Sword 16 HX B14VEKG-845NZ 16"" FHD+ 165Hz RTX 4050 Gaming Laptop",computers/laptops,Intel Core i7-14650HX - 16GB DDR5 RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX WiFi6E + BT5.3 - Webcam - USB-C (PD & DP1.4) - HDMI2.1,"2,599.00",Sword 16 HX B14V
"ASUS Zenbook 14 UM3406KA 14"" 3K 120Hz OLED",computers/laptops,AMD Ryzen AI 7 350 - 16GB RAM - 1TB SSD - Win 11 Home - AX WiFi6E + BT5.3 - IR Cam - USB4 (with DP & PD) - HDMI2.1 TMDS - 1yr warranty,"2,599.00","ASUS Zenbook 14 - New Zen with AI
Elevate your experience with the sleek and sophisticated Zenbook 14 ultraportable. Its thin-and-light design houses the power of the latest AI-enabled AMD Ryzen™ AI 7 350 Processor, which make AI tools fly, along with AMD Radeon™ 860M graphics. A long-lasting battery ensures all-day power, and there's a full complement of I/O ports for enhanced connectivity. Its 180° hinge allows easy sharing, and you can dive into a world of sensory delight with the vibrant ASUS Lumina OLED display and cutting-edge super-linear speakers, while embracing the environmentally conscious design that exudes eco-elegance."
"Apple MacBook Air 13"" Laptop with M3 Chip - Midnight",computers/laptops,"24GB RAM - 512GB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 35W Dual USB-C Power Adapter","2,599.00",
"HP EliteBook 630 G11 13.3"" WUXGA Business Laptop Touchscreen",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 512GB NVMe SSD - AX WiFi 6E + BT5.3 - Win 11 Pro - 3Y NBD Onsite Warranty,"2,608.00",
"Lenovo LOQ 15IRX9 RTX 4060 Gaming Laptop 15.6"" FHD 144Hz",computers/laptops,Intel Core i7-13650HX - 64GB DDR5 RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX WiFi6 + BT5.2 - Webcam - USB-C (with PD 140W & DP1.4) HDMI2.1 - Backlit Keyboard,"2,608.06",Game Without Compromise. Go Beyond Performance with Intel® Core™ Processors.
"Lenovo ThinkPad T14s G5 14"" WUXGA Touch Laptop",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 512GB SSD - Win11 Pro - 3Y Onsite Warranty,"2,620.00","AI-driven Excellence & Performance
Boost your productivity on the 14? ThinkPad T14s Gen 5 laptop, driven by Intel® Core™ Ultra processor. Plus, AI-enabled features like background blur, voice focus, and automatic framing improve your video presence for better engagements.
  Visuals - Brighter & More Enhanced
Enjoy superb content quality on the 14"" ThinkPad T14s Gen 5 laptop. Its 3M optical solutions improve display efficiency, optimising brightness and power usage. Eyesafe® and TUV Low Blue Light certifications help prevent eye fatigue. The slim profile is available in the rich colours of Black and Grey."
"Dell Latitude 5000 Series 5550 Business Laptop 15.6"" FHD",computers/laptops,Intel Core Ultra 7 165U - 32GB RAM - 512GB SSD - Win 11 Pro - 1Y Warranty,"2,622.00","AI performance at your fingertips
A new way of computing: The Intel® Core™ Ultra processor delivers the next generation of hybrid architecture for supercharged computing with a battery that lasts. Thanks to a three tier multi-processing unit, business users can manage complex workloads by sending the right task to the right engine at the right time. A CPU manages lightweight low-latency AI tasks, a GPU manages media and visual AI rendering, and an NPU, a dedicated AI engine, manages sustained AI and AI offload.
AI-accelerated apps: An NPU helps apps run fast and smooth for efficient:
- Collaboration: Use up to 38% less power when utilising AI-enhanced collaboration tools during Zoom calls.
- Creativity: 132% faster performance when running on-device AI photo editing on Adobe.
- Security: Detect malware with less than 1% CPU utilisation using CrowdStrike."
"HP OmniBook X Flip 14-fk0044AU 2in1 Laptop 14"" WUXGA Touch",computers/laptops,Ryzen AI 7 350 - 32GB RAM - 1TB SSD - Win 11 Home - AX WiFi 6 + BT5.3 - Webcam - USB-C (PD & DP1.4) - HDMI2.1 - 1Y Warranty,"2,624.25",
"Dell Latitude 5000 Series 5450 Business Laptop 14"" FHD AG",computers/laptops,Intel Core Ultra 7 165U - vPro - 16GB RAM - 512GB SSD - Win 11 Pro - WiFi+BT - 3Y ProSupport,"2,624.86","14-inch laptop for intelligent, scalable performance. Featuring Intel Core Ultra processors FHD HDR camera options.
Always camera ready
Look your best on conference calls thanks to simultaneous multi-exposure High Dynamic Range (HDR). HDR technology takes several pictures simultaneously and blends them to accurately capture image detail in challenging lighting conditions, such as windowed offices and conference rooms.
Delivering a next-level computing experience
The Intel Core Ultra processor combined with Intel vPro delivers a secure hardware platform, with premium performance and optimised power efficiency, ready to handle the next generation of AI workloads, and the versatile management options that businesses require to stay ahead of the game."
"HP Elite Dragonfly G4 13.5"" WUXGA+ Touch 400n Business Laptop",computers/laptops,Intel Core i5-1335U - 16GB RAM - 256GB NVMe SSD - AX WiFi 6E + BT5.3 - Win 11 Pro - 3Y NBD Onsite Warranty,"2,632.00",
Microsoft Surface Laptop (7th Edition) Copilot+ PC - Black,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - 15"" HDR Touch Display - Win 11 Home","2,641.32",
"HP EliteBook x360 830 G11 LTE Business Laptop 13.3"" FHD AG 1000nits SV Touch",computers/laptops,Intel Core U5-135U - vPro - 16GB RAM - 512GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - Wacom Pen - FPR - IR Cam - 3Y NBD Onsite Warranty,"2,644.00",
"Apple MacBook Air 15"" Laptop with M3 Chip - Midnight",computers/laptops,16GB Unified Memory - 512GB SSD - 8-Core CPU - 10-Core GPU - 16-Core Neural Engine - 15.3 Inch Liquid Retina Display with TrueTone - 35W Dual USB-C Charger,"2,645.00",
"Apple MacBook Air 15"" Laptop with M3 Chip - Space Grey",computers/laptops,16GB Unified Memory - 512GB SSD - 8-Core CPU - 10-Core GPU - 16-Core Neural Engine - 15.3 Inch Liquid Retina Display with TrueTone - 35W Dual USB-C Charger,"2,645.00",
"Apple MacBook Air 15"" Laptop with M3 Chip - Silver",computers/laptops,16GB Unified Memory - 512GB SSD - 8-Core CPU - 10-Core GPU - 16-Core Neural Engine - 15.3 Inch Liquid Retina Display with TrueTone - 35W Dual USB-C Charger,"2,645.00",
"Apple MacBook Air 15"" Laptop with M3 Chip - Starlight",computers/laptops,16GB Unified Memory - 512GB SSD - 8-Core CPU - 10-Core GPU - 16-Core Neural Engine - 15.3 Inch Liquid Retina Display with TrueTone - 35W Dual USB-C Charger,"2,645.00",
Lenovo ThinkPad T16 G2 16'' WUXGA Touch Laptop,computers/laptops,AMD Ryzen 5 PRO 7545U - 16GB RAM - 512GB SSD - Win 11 Pro - 3Y Onsite Warranty,"2,651.30","Powered by up to Intel vPro with 13th Gen Intel Core processing, the ThinkPad T16 Gen 2 laptop boasts high performance and blazing-fast memory, storage, and connectivity-it will zip through even your demanding tasks. Choose from either the U or P Series processors. IT admins appreciate the convenience of remote deployment and manageability, while everyone can get behind the added security that comes with Intel vPro.
Recycled is the new chic
The ThinkPad T16 Gen 2 laptop features a number of sustainable components including post-consumer content recycled plastic in the enclosures for the speaker, battery, and AC adapter. Packaging is plastic-free with 90% recycled and/or sustainable content, and the manufacturing process uses low-temperature soldering. The Storm Grey models include certified recycled aluminum (50% top cover, 55% bottom cover). Both colors feature 90% magnesium on the C frame (surrounding keyboard)."
"HP EliteBook 840 G11 Business Laptop 14"" FHD AG 300nits",computers/laptops,Intel Core Ultra 5-125U - 16GB RAM - 256GB SSD - AX WiFi 6E + BT5.3 - FPR - IR Cam - Win 11 Pro - 3Y NBD Onsite Warranty,"2,653.00",
"Lenovo ThinkPad T16 G2 Business Laptop 16"" WUXGA",computers/laptops,AMD Ryzen 7 PRO 7840U - 16GB RAM - 512GB SSD - Win 11 Pro - 3Y Onsite Warranty,"2,656.50","Powered by up to Intel vPro with 13th Gen Intel Core processing, the ThinkPad T16 Gen 2 laptop boasts high performance and blazing-fast memory, storage, and connectivity-it will zip through even your demanding tasks. Choose from either the U or P Series processors. IT admins appreciate the convenience of remote deployment and manageability, while everyone can get behind the added security that comes with Intel vPro.
Recycled is the new chic
The ThinkPad T16 Gen 2 laptop features a number of sustainable components including post-consumer content recycled plastic in the enclosures for the speaker, battery, and AC adapter. Packaging is plastic-free with 90% recycled and/or sustainable content, and the manufacturing process uses low-temperature soldering. The Storm Grey models include certified recycled aluminum (50% top cover, 55% bottom cover). Both colors feature 90% magnesium on the C frame (surrounding keyboard)."
"ASUS Remanufactured ROG Flow Z13 GZ301ZE 13.4"" UHD RTX 3050Ti Gaming Laptop",computers/laptops,Intel Core i9-12900H - 16GB RAM - 1TB SSD - AX WiFi 6E + BT5.2 - Webcam - Thunderbolt 4 (DP) - USB-C (PD & DP) - RGB Keyboard - Win 11 Home /PB 1 yr warranty,"2,660.57",ROG Flow Z13 - One Device. Infinite Play.
"Apple MacBook Air 13"" Laptop with M3 Chip - CTO - - Space Grey",computers/laptops,"16GB RAM - 1TB SSD - 8-Core CPU -10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 35W Dual Ports USB-C Charger","2,662.00",
"HP EliteBook x360 1040 G11 14"" FHD AG 400nits Business Laptop Touchscreen",computers/laptops,Intel Core U5-135H - vPro - 16GB RAM - 512GB SSD - AX WiFi 6E + BT5.3 - FPR - IR Cam - Win 11 Pro - with Wacom Pen - 3Y NBD Onsite Warranty,"2,686.00",
"Lenovo ThinkPad T14 G5 14"" WUXGA",computers/laptops,Intel Core Ultra 5 125U - 32GB RAM - 512GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - IR Cam - Thunderbolt4 (with PD & DP2.1) - HDMI2.1 - RJ45 - 3yr Premier warranty,"2,688.00","Powered by Intel Core Ultra processors, the 14"" Lenovo ThinkPad T14 Gen 5 laptop taps into AI-assisted productivity like never before. Enjoy optimized performance with workloads pushed to dedicated AI engines, including the low-power neural processing unit (NPU) that enables you to do more, unplugged. Choose Intel vPro, for multilayer security, professional-grade performance, reliable stability, and complete management for IT. And, fuel your efficiency with Windows Copilot, launched with a single keystroke, to adjust PC settings or switch between projects.
Next-Level Viewing - Bold & Bright
Whether - watching or creating, experience superb content quality on the 14"" ThinkPad T14 Gen 5 laptop. Its 3M optical solutions boost display efficiency, maximizing the brightness levels while reducing power usage. Plus, its up to 2.8k OLED display options, narrow bezels along with Dolby Vision ensure you'll enjoy rich, vibrant visuals. Certified for Eyesafe and T�V Low Blue Light protection, it prevents eye fatigue during long work hours. Moreover, it's slim, lightweight, and comes in two elegant colors Eclipse Black and Luna Grey to match your personal style."
Microsoft Surface Pro (11th Edition) with 5G - Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 256GB SSD - 5G + WiFi - 13"" PixelSense Flow LCD Display - Win 11 Home","2,695.00",
"Apple Macbook Air 13"" Laptop with M3 Chip - CTO - - Midnight",computers/laptops,16GB Unified Memory - 1TB SSD - 8-Core CPU - 10-Core GPU - 35W Dual USB-C Port Power Adapter,"2,699.00",
"Apple MacBook Air 13"" Laptop with M3 Chip - CTO - - Space Grey",computers/laptops,"16GB RAM - 1TB SSD - 8-Core CPU -10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 35W Dual Ports USB-C Charger","2,699.00",
"Apple MacBook Air 13"" Laptop with M3 Chip - Starlight",computers/laptops,"24GB RAM - 512GB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 35W Dual USB-C Power Adapter","2,699.00",
"Apple MacBook Air 13"" Laptop with M3 Chip -CTO - Space Grey",computers/laptops,24GB Unified Memory - 512GB SSD - 8-Core CPU - 10-Core GPU - 16-Core Neural Engine 35W Dual USB-C Power Adapter,"2,699.00",
"Apple MacBook Air 13"" Laptop with M3 Chip - CTO - Silver",computers/laptops,"16GB RAM - 1TB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 35W Dual USB-C Power Adapter","2,699.00",
"Apple MacBook Air 13"" Laptop with M3 Chip - Silver",computers/laptops,"24GB RAM - 512GB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 35W Dual USB-C Power Adapter","2,699.00",
"Lenovo ThinkPad Z13 Gen 1 13.3"" WUXGA Business Laptop",computers/laptops,AMD Ryzen 5 PRO 6650U - 16GB RAM - 256GB SSD - AX WiFi 6E + BT5.2 - IR Cam - USB4 (PD & DP1.4) - HDMI - Backlit Keyboard - RJ45 - FPR - Win 10 Pro (Win 11 Pro Lic) - 3Y Onsite Warranty,"2,704.00","Authentic craftsmanship meets true sustainability
The ThinkPad Z13 13"" AMD laptop made out of sustainable materials, with a haptic glass ForcePad. There's the Arctic Grey Recycled Aluminium. What's more, the packaging is made from a 100% rapid-renewable and compostable bamboo-sugarcane fiber.
  Multitask to your heart's content
AMD Ryzen™ PRO 6000 Series Mobile Processors deliver outstanding videoconferencing and epic battery life. Combined with the responsiveness of up to Windows 11 Pro, the ThinkPad Z13 13"" AMD blazes through tasks lightning-fast. So don't worry about checking email, while streaming music, while switching apps, while having a bazillion tabs open-it meets you where you are."
"MSI Katana 15 B13VFK-2070NZ RTX4060 Gaming Laptop 15.6"" QHD 165Hz",computers/laptops,Intel Core i7-13620H - 32GB RAM - 1TB SSD - Win 11 Home - WiFi 6E + BT5.2 - RGB Gaming Keyboard - USB-C & HDMI 2.1 - 1Y Warranty,"2,719.00",Katana 15 B13V
"HP EliteBook 840 G11 14"" FHD AG 300nits Business Laptop Touchscreen",computers/laptops,Intel Core U5-125U - 16GB RAM - 256GB SSD - AX WiFi 6E + BT5.3 - FPR - IR Cam - Win 11 Pro - 3Y NBD Onsite Warranty,"2,721.00",
"HP EliteBook 830 G11 13.3"" FHD AG 300nits Touch Business Laptop",computers/laptops,Intel Core U5-125U - 16GB RAM - 512GB SSD - AX WiFi 6E + BT5.3 - FPR - IR Cam - Win 11 Pro - 3Y NBD Onsite Warranty,"2,725.99",
Apple MacBook Air 13-inch Laptop with M4 Chip - Midnight,computers/laptops,"- 24GB Unified Memory - 512GB SSD - 10-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera 35W USB-C Power Adapter","2,739.23",
Apple MacBook Air 13-inch Laptop with M4 Chip - Sky Blue,computers/laptops,"- 24GB Unified Memory - 512GB SSD - 10-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera 35W USB-C Power Adapter","2,739.23",
Apple MacBook Air 13-inch Laptop with M4 Chip - Silver,computers/laptops,"- 24GB Unified Memory - 512GB SSD - 10-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera 35W USB-C Power Adapter","2,739.23",
Apple MacBook Air 13-inch Laptop with M4 Chip - Starlight,computers/laptops,"- 24GB Unified Memory - 512GB SSD - 10-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera 35W USB-C Power Adapter","2,739.23",
Microsoft Surface Laptop (7th Edition) Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - 13.8"" HDR Touch Display - Win 11 Home","2,750.00",
"HP EliteBook 840 G11 LTE Business Laptop 14"" FHD AG 300nits Touch",computers/laptops,Intel Core U5-135U - vPro - 16GB RAM - 512GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - FPR - IR Cam - 3Y NBD Onsite Warranty,"2,760.00",
Microsoft Surface Laptop (7th Edition) Copilot+ PC - Black,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - 13.8"" HDR Touch Display - Win 11 Home","2,770.02",
